model,day,split,sq,n,abs,sq_liquid,n_liquid,sq_illiquid,n_illiquid,butterfly_pct,calendar_pct
bspline_data,4507,ctx_8,20.114818724427387,400,80.1750361718,3.9304980423281766,89,16.184320682099212,311,11.369509043927648,38.529411764705884
bspline_data,4507,extrapolation,16.184320682099212,311,64.55580888597409,0.0,0,16.184320682099212,311,11.369509043927648,38.529411764705884
bspline_data,4508,ctx_8,12.130084436748,400,60.85233711728816,2.146035887850269,95,9.98404854889773,305,5.7441253263707575,39.09090909090909
bspline_data,4508,extrapolation,9.98404854889773,305,49.1275572592303,0.0,0,9.98404854889773,305,5.7441253263707575,39.09090909090909
bspline_data,4509,ctx_8,11.453610319039143,400,59.93618118604557,1.2951732293482547,78,10.158437089690887,322,6.217616580310881,40.0
bspline_data,4509,extrapolation,10.158437089690887,322,51.87877536209298,0.0,0,10.158437089690887,322,6.217616580310881,40.0
bspline_data,4510,ctx_8,25.911220652745264,400,88.41551713639899,5.51079100852806,87,20.400429644217205,313,14.720812182741117,40.588235294117645
bspline_data,4510,extrapolation,20.400429644217205,313,69.93014753112217,0.0,0,20.400429644217205,313,14.720812182741117,40.588235294117645
bspline_data,4511,ctx_8,21.18231639913475,400,79.80191024456201,4.389245895655851,81,16.7930705034789,319,14.540816326530612,43.455882352941174
bspline_data,4511,extrapolation,16.7930705034789,319,64.16307711337208,0.0,0,16.7930705034789,319,14.540816326530612,43.455882352941174
bspline_data,4512,ctx_8,18.726422528419672,400,75.63336682961582,3.6420034714238168,89,15.084419056995854,311,13.436692506459949,37.86764705882353
bspline_data,4512,extrapolation,15.084419056995854,311,59.772663222080666,0.0,0,15.084419056995854,311,13.436692506459949,37.86764705882353
bspline_data,4513,ctx_8,21.11317550584505,400,82.55657149678565,3.5100111569333987,90,17.603164348911648,310,12.5,39.015151515151516
bspline_data,4513,extrapolation,17.603164348911648,310,67.41728498150044,0.0,0,17.603164348911648,310,12.5,39.015151515151516
bspline_data,4514,ctx_8,18.495456455980833,400,76.15087505466978,3.4729127188110627,86,15.022543737169771,314,10.317460317460318,39.09090909090909
bspline_data,4514,extrapolation,15.022543737169771,314,60.88784691277591,0.0,0,15.022543737169771,314,10.317460317460318,39.09090909090909
bspline_data,4515,ctx_8,24.655288162617452,400,88.77162182993027,4.715252587607202,101,19.940035575010253,299,15.128205128205128,41.5625
bspline_data,4515,extrapolation,19.940035575010253,299,70.23989207916819,0.0,0,19.940035575010253,299,15.128205128205128,41.5625
bspline_data,4516,ctx_8,18.673205626490677,400,75.77139222212483,2.8900910446814785,77,15.783114581809198,323,12.239583333333334,41.357142857142854
bspline_data,4516,extrapolation,15.783114581809198,323,62.92521884088856,0.0,0,15.783114581809198,323,12.239583333333334,41.357142857142854
bspline_data,4517,ctx_8,20.309682372579783,400,78.87587732100653,5.1079866021937175,96,15.201695770386065,304,14.736842105263158,42.890625
bspline_data,4517,extrapolation,15.201695770386065,304,59.769123112187664,0.0,0,15.201695770386065,304,14.736842105263158,42.890625
bspline_data,4518,ctx_8,15.087477978510837,400,66.81131639170877,2.263887289177068,78,12.823590689333768,322,14.50381679389313,37.142857142857146
bspline_data,4518,extrapolation,12.823590689333768,322,55.687786468485506,0.0,0,12.823590689333768,322,14.50381679389313,37.142857142857146
bspline_data,4519,ctx_8,26.03679231807916,400,89.48294918972714,5.209340980254932,94,20.827451337824225,306,12.082262210796916,39.9264705882353
bspline_data,4519,extrapolation,20.827451337824225,306,71.32295983878413,0.0,0,20.827451337824225,306,12.082262210796916,39.9264705882353
bspline_data,4520,ctx_8,19.9688104123591,400,78.10005180278311,3.5361528712965855,81,16.432657541062515,319,15.424164524421593,46.39705882352941
bspline_data,4520,extrapolation,16.432657541062515,319,63.06319258257598,0.0,0,16.432657541062515,319,15.424164524421593,46.39705882352941
bspline_data,4521,ctx_8,21.13384381496981,400,80.75531437099377,2.7097491273261665,81,18.424094687643645,319,15.113350125944585,41.76470588235294
bspline_data,4521,extrapolation,18.424094687643645,319,69.21589428658079,0.0,0,18.424094687643645,319,15.113350125944585,41.76470588235294
bspline_data,4522,ctx_8,23.56802680781673,400,83.18652309659959,4.899116868829736,76,18.668909938986996,324,14.249363867684478,43.75
bspline_data,4522,extrapolation,18.668909938986996,324,65.93555926475588,0.0,0,18.668909938986996,324,14.249363867684478,43.75
bspline_data,4523,ctx_8,24.84514991880402,400,88.5075018912265,6.054438891818117,88,18.7907110269859,312,12.371134020618557,46.29032258064516
bspline_data,4523,extrapolation,18.7907110269859,312,67.80455715009613,0.0,0,18.7907110269859,312,12.371134020618557,46.29032258064516
bspline_data,4524,ctx_8,18.09360465956778,400,75.71494579995331,2.650379998267412,79,15.443224661300366,321,10.539845758354756,44.46969696969697
bspline_data,4524,extrapolation,15.443224661300366,321,63.9036214111685,0.0,0,15.443224661300366,321,10.539845758354756,44.46969696969697
bspline_data,4525,ctx_8,11.673208907228608,400,58.29292023829642,1.6561474605128097,94,10.017061446715799,306,10.621761658031089,43.89705882352941
bspline_data,4525,extrapolation,10.017061446715799,306,48.694719244460366,0.0,0,10.017061446715799,306,10.621761658031089,43.89705882352941
bspline_data,4526,ctx_8,14.067944309274235,400,66.34349709930547,2.62029464968575,84,11.447649659588485,316,10.12987012987013,48.984375
bspline_data,4526,extrapolation,11.447649659588485,316,53.28256571491426,0.0,0,11.447649659588485,316,10.12987012987013,48.984375
bspline_data,4527,ctx_8,8.522279523145011,400,48.569156494095836,1.1559195987828106,93,7.3663599243622,307,4.314720812182741,41.21212121212121
bspline_data,4527,extrapolation,7.3663599243622,307,40.930064108832056,0.0,0,7.3663599243622,307,4.314720812182741,41.21212121212121
bspline_data,4528,ctx_8,12.19225638775792,400,62.239824747106056,1.2224823546140215,63,10.9697740331439,337,8.974358974358974,47.57575757575758
bspline_data,4528,extrapolation,10.9697740331439,337,54.79257472108182,0.0,0,10.9697740331439,337,8.974358974358974,47.57575757575758
bspline_data,4529,ctx_8,24.345289573889602,400,88.07023660958457,4.743401378010738,86,19.60188819587886,314,12.690355329949238,38.125
bspline_data,4529,extrapolation,19.60188819587886,314,71.0438207047008,0.0,0,19.60188819587886,314,12.690355329949238,38.125
bspline_data,4530,ctx_8,17.369523541535454,400,72.45854547192626,2.303420266221671,67,15.066103275313786,333,9.819121447028424,39.9264705882353
bspline_data,4530,extrapolation,15.066103275313786,333,61.954942779178936,0.0,0,15.066103275313786,333,9.819121447028424,39.9264705882353
bspline_data,4531,ctx_8,15.279434215475261,400,67.54666739431136,2.7292910535992867,101,12.550143161875976,299,15.66579634464752,47.285714285714285
bspline_data,4531,extrapolation,12.550143161875976,299,53.75478164206042,0.0,0,12.550143161875976,299,15.66579634464752,47.285714285714285
bspline_data,4532,ctx_8,17.994906600983537,400,73.19159655988182,2.338007226416636,81,15.6568993745669,319,14.690721649484535,45.15151515151515
bspline_data,4532,extrapolation,15.6568993745669,319,62.618767076718854,0.0,0,15.6568993745669,319,14.690721649484535,45.15151515151515
bspline_data,4533,ctx_8,17.517668456047524,400,70.89528834490592,1.9751182542977785,90,15.54255020174974,310,12.690355329949238,39.166666666666664
bspline_data,4533,extrapolation,15.54255020174974,310,61.720605063835855,0.0,0,15.54255020174974,310,12.690355329949238,39.166666666666664
bspline_data,4534,ctx_8,17.191124938160474,400,74.27999520288628,3.6294457827084345,86,13.561679155452039,314,12.436548223350254,39.53125
bspline_data,4534,extrapolation,13.561679155452039,314,58.3235063296557,0.0,0,13.561679155452039,314,12.436548223350254,39.53125
bspline_data,4535,ctx_8,19.00645597629707,400,77.64262379975213,3.626273045202341,87,15.38018293109473,313,10.230179028132993,40.51470588235294
bspline_data,4535,extrapolation,15.38018293109473,313,62.72683536761928,0.0,0,15.38018293109473,313,10.230179028132993,40.51470588235294
bspline_data,4536,ctx_8,22.597078857637033,400,85.3799563994422,3.979409659860632,89,18.6176691977764,311,13.297872340425531,40.703125
bspline_data,4536,extrapolation,18.6176691977764,311,69.45552249622766,0.0,0,18.6176691977764,311,13.297872340425531,40.703125
bspline_data,4537,ctx_8,28.015611738611664,400,92.71204528600714,4.254150649613812,79,23.761461088997848,321,14.141414141414142,43.333333333333336
bspline_data,4537,extrapolation,23.761461088997848,321,78.56717930680549,0.0,0,23.761461088997848,321,14.141414141414142,43.333333333333336
bspline_data,4538,ctx_8,25.58466526875051,400,87.5311058370234,2.716748382246482,91,22.867916886504027,309,11.497326203208557,40.984848484848484
bspline_data,4538,extrapolation,22.867916886504027,309,75.85056555864875,0.0,0,22.867916886504027,309,11.497326203208557,40.984848484848484
bspline_data,4539,ctx_8,14.371444209285395,400,65.86693305531153,2.1619878838184894,97,12.209456325466903,303,7.868020304568528,41.953125
bspline_data,4539,extrapolation,12.209456325466903,303,54.54621207157209,0.0,0,12.209456325466903,303,7.868020304568528,41.953125
bspline_temporal,4500,ctx_8,0.4716395496457547,400,11.01519732540873,0.10332082520366331,93,0.36831872444209146,307,0.7874015748031497,17.071428571428573
